track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
4lt4QTuoYOEEOhrNDZJ1o8,0.697,0.897,11,-3.628,0,0.136,0.0323,0.0,0.138,0.736,140.03,4
0IHgyl0zAHIj7kpm4YKKv3,0.534,0.62,2,-8.276,1,0.0404,0.173,1.37e-05,0.127,0.392,130.863,3
2OyX69J0H3ZaO3irKbcemY,0.341,0.239,10,-8.406,1,0.0354,0.846,0.00203,0.0703,0.0756,129.55,4
6nhj2meaMrV4pGKk9Q65u2,0.275,0.248,1,-10.831,1,0.0309,0.762,0.0,0.111,0.117,140.947,3
5Hkk4YCNakpuOpbZQo67fE,0.281,0.323,8,-9.145,1,0.031,0.722,0.0,0.12,0.247,134.824,3
5WHnE8MsLFHqSUwecrs7WO,0.521,0.502,5,-8.521,0,0.0287,0.886,0.02,0.188,0.378,95.028,4
4q5R6rdomdPOwVxJrExLkc,0.327,0.375,1,-8.405,1,0.0313,0.392,0.0,0.101,0.149,72.364,4
7L3borCR5Izc7zJjFpjjhh,0.808,0.253,7,-7.267,0,0.0332,0.847,4.24e-05,0.229,0.274,122.879,3
4hNSTJdBOSWiYdiMPbFjf9,0.655,0.552,8,-7.519,1,0.0256,0.278,0.0,0.101,0.391,83.021,4
4uHs0TfECKllxN8zeLWqJu,0.696,0.746,1,-4.74,1,0.0566,0.159,0.0,0.168,0.513,126.088,4
22CY3wlF8O6Z9QkOWYhaz5,0.451,0.499,7,-6.151,1,0.0317,0.783,0.0,0.122,0.262,131.361,4
3B21fRFqPLmTd9zAlK0I8A,0.817,0.676,2,-4.607,1,0.0379,0.0924,0.0,0.0988,0.796,115.999,4
2G0k5HoKVW3iPC1eF7Ykb7,0.542,0.448,11,-6.715,1,0.0336,0.588,0.0,0.089,0.189,119.83,3
08MFgEQeVLF37EyZ7jcwLc,0.375,0.457,3,-7.018,1,0.0315,0.868,0.0145,0.191,0.415,174.839,3
2UVrIJBJVRPN9UgzShCJ5c,0.781,0.463,0,-7.662,1,0.0861,0.47,0.0,0.0961,0.506,129.131,4
0QBzMgT7NIeoCYy3sJCof1,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,4
0kWQn0wLok1lawHAkGSMW9,0.665,0.692,6,-5.431,0,0.112,0.172,0.0,0.191,0.68,74.474,4
2NcQic8JxdjAlAHuNbOIRE,0.721,0.479,9,-9.669,1,0.226,0.321,0.00156,0.182,0.902,164.948,3
7I5WT7DtpwSAhEeDLpZEfm,0.72,0.819,1,-4.588,1,0.0362,0.0411,0.0,0.0606,0.898,131.99,4
4q0crFErlOEybi84JzBqTp,0.555,0.331,0,-8.622,1,0.0354,0.434,0.0,0.117,0.255,124.536,4
2R4O7MgIrN35QXnyLKMFVl,0.706,0.354,6,-9.592,1,0.29,0.479,0.0,0.0734,0.376,119.793,3
4XwGrhiOTz0FapbeOdtCpN,0.0,0.0471,2,-27.968,0,0.0,0.963,0.488,0.144,0.0,0.0,0
6uW0PIRcyZLvkoonm763xD,0.856,0.523,4,-10.481,0,0.131,0.442,0.0,0.0537,0.709,105.935,4
2YOGCTiPJWMhZRdeadFj8G,0.238,0.441,3,-7.42,1,0.0364,0.912,0.433,0.167,0.164,79.445,4
4SFNe716eUbgX1XvGCTBu7,0.601,0.86,6,-5.374,0,0.0653,0.08,0.000369,0.189,0.65,161.96,4
31Wlc9ZnraX3JxrvMg9e8H,0.548,0.456,9,-5.979,1,0.0703,0.813,0.00464,0.122,0.53,173.839,3
3hhbDnFUb2bicI2df6VurK,0.635,0.184,8,-10.785,1,0.0456,0.665,0.0,0.146,0.177,128.424,4
4VnDmjYCZkyeqeb0NIKqdA,0.19,0.435,4,-12.456,0,0.0334,0.233,0.938,0.1,0.0643,138.515,4
4YutJsNwBBInE8vemufpQ8,0.468,0.197,4,-11.727,1,0.033,0.658,0.0,0.109,0.249,144.212,3
2TktkzfozZifbQhXjT6I33,0.697,0.336,9,-10.395,1,0.0424,0.598,0.00528,0.107,0.31,82.029,3
3g3GjHuxntUfUd4t23rGTZ,0.426,0.139,7,-10.916,1,0.0301,0.915,0.00242,0.107,0.222,61.04,4
1fiSki9Yy5lekUUpV4mByo,0.434,0.467,1,-5.926,0,0.0434,0.849,1.42e-05,0.143,0.141,128.504,3
0rzaRSujxA0bKyjJl6vHYq,0.576,0.457,0,-6.473,1,0.0304,0.143,3.05e-05,0.0917,0.301,138.984,4
7HnkUNPrhRurdGEm9nRYFH,0.448,0.328,7,-11.132,1,0.0351,0.803,9.34e-05,0.347,0.209,113.941,3
1boXOL0ua7N2iCOUVI1p9F,0.707,0.238,3,-8.818,1,0.0379,0.0905,2.42e-06,0.0842,0.345,124.156,3
3ym8ajVmKm6Fybgov3WBI5,0.591,0.473,7,-8.122,0,0.0708,0.694,0.00334,0.108,0.451,152.88,4
4deAN7JXhdHHifxOp0TTjU,0.718,0.398,11,-6.774,1,0.0396,0.498,0.0352,0.129,0.373,76.976,4
2QfznFotJNZmnIEYFdzE5T,0.624,0.457,0,-8.876,1,0.0494,0.557,0.0,0.128,0.586,129.758,4
6rY5FAWxCdAGllYEOZMbjW,0.517,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.968,4
1TuSfYnKU5uKbYK1esQDLj,0.587,0.251,1,-9.017,1,0.0289,0.862,0.0,0.105,0.272,75.163,4
1CsMKhwEmNnmvHUuO5nryA,0.251,0.252,9,-14.478,1,0.0375,0.693,0.00706,0.0968,0.0395,69.988,4
22ZcJxQkzIL6EU692kAFWY,0.624,0.393,8,-8.916,1,0.0333,0.407,0.0,0.118,0.728,177.963,4
0JWA4NaSOa1mZfLyNvZLQW,0.69,0.197,4,-12.801,0,0.078,0.366,0.000139,0.128,0.269,177.985,3
5GUYJTQap5F3RDQiCOJhrS,0.581,0.21,8,-10.426,1,0.0321,0.768,0.0,0.369,0.452,80.099,4
56KDoLjFIm7Yc7fX1XgpNw,0.37,0.39,3,-6.958,1,0.0419,0.229,0.0,0.0823,0.309,124.802,4
07oO1U722crtVcavi6frX6,0.851,0.652,8,-4.333,1,0.0367,0.0317,0.0,0.0936,0.696,119.944,4
5N3hjp1WNayUPZrA8kJmJP,0.669,0.586,9,-6.073,1,0.054,0.274,0.0,0.104,0.579,107.071,4
3uTsiaNxy6h6EAd7MsCf9D,0.447,0.697,1,-4.896,1,0.0425,0.182,2.49e-06,0.137,0.306,149.024,4
46kspZSY3aKmwQe7O77fCC,0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,4
5oO3drDxtziYU2H1X23ZIp,0.509,0.637,4,-4.83,0,0.047,0.0717,1.08e-05,0.0789,0.379,172.007,3
5zZEP23ceNvvA9IT6CnqoY,0.759,0.455,9,-9.991,0,0.048,0.562,0.894,0.109,0.32,93.006,4
3tQeDE3Q4Pk40CvPFO0eoW,0.58,0.888,1,-7.435,1,0.0466,0.0261,0.347,0.0803,0.668,99.988,4
4SwcSQIRh7M1dmzyYgCAHs,0.536,0.475,5,-6.154,1,0.0287,0.543,0.0,0.174,0.299,133.879,4
276zciJ7Fg7Jk6Ta6QuLkp,0.841,0.898,8,-7.135,1,0.104,0.271,0.0151,0.304,0.931,98.401,4
3kLChd6atCWKPz1WzufHQo,0.394,0.254,0,-9.398,1,0.0283,0.336,0.0,0.105,0.132,145.761,4
0STK94RxUulYqWzwFlyAb5,0.397,0.303,1,-10.413,1,0.11,0.798,4.16e-06,0.0824,0.17,170.22,3
6CoKNa67qyFJmLdSz4DOI8,0.616,0.522,1,-8.544,1,0.0687,0.816,0.00249,0.219,0.165,97.977,4
0Lmbke3KNVFXtoH2mMSHCw,0.795,0.63,7,-5.854,0,0.0434,0.157,0.0,0.0732,0.447,97.998,4
4EhqimHdoK9OmCNvCfioH6,0.385,0.504,5,-3.204,0,0.034,0.296,0.00676,0.111,0.33,66.452,4
6lrYBcuR6Q1YWtSGFmJ48H,0.495,0.65,8,-6.786,0,0.0397,0.0035,0.00891,0.195,0.184,84.956,4
4EWBhKf1fOFnyMtUzACXEc,0.379,0.219,5,-11.196,1,0.0307,0.707,0.000691,0.118,0.188,79.786,4
629DixmZGHc7ILtEntuiWE,0.893,0.4,11,-7.981,0,0.0643,0.0452,0.0823,0.0632,0.945,124.987,4
7BRD7x5pt8Lqa1eGYC4dzj,0.7,0.425,7,-12.531,1,0.0529,0.144,0.879,0.083,0.521,110.015,4
6dOtVTDdiauQNBQEDOtlAB,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
3QaPy1KgI7nu9FJEQUgn6h,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4
6TGd66r0nlPaYm3KIoI7ET,0.407,0.192,7,-10.99,1,0.0368,0.637,3.33e-06,0.21,0.159,128.173,4
6fPan2saHdFaIHuTSatORv,0.467,0.392,9,-9.355,1,0.0908,0.2,0.0174,0.106,0.313,145.104,4
1LLUoftvmTjVNBHZoQyveF,0.857,0.386,1,-9.761,1,0.168,0.243,0.0931,0.111,0.661,125.017,4
7DpUoxGSdlDHfqCYj0otzU,0.521,0.254,9,-14.409,0,0.0399,0.815,0.884,0.114,0.153,125.021,4
2prqm9sPLj10B4Wg0wE5x9,0.349,0.337,7,-10.671,1,0.0407,0.29,0.172,0.139,0.0365,142.01,4
4WUepByoeqcedHoYhSNHRt,0.76,0.602,7,-4.871,1,0.0316,0.00661,0.000133,0.325,0.685,116.989,4
3Vpk1hfMAQme8VJ0SNRSkd,0.514,0.821,7,-4.803,1,0.0444,0.000456,0.0232,0.0946,0.298,94.884,4
1OcSfkeCg9hRC2sFKB4IMJ,0.544,0.884,7,-5.973,1,0.0383,0.000466,0.000134,0.381,0.184,91.981,4
2k0ZEeAqzvYMcx9Qt5aClQ,0.589,0.713,0,-5.614,1,0.0308,0.000778,0.0,0.188,0.54,97.069,4
3FxJDucHWdw6caWTKO5b23,0.671,0.853,0,-6.568,1,0.0417,0.00388,9.48e-06,0.0812,0.523,118.032,4
27exgla7YBw9DUNNcTIpjy,0.587,0.663,8,-7.439,1,0.0598,0.0348,9.95e-05,0.0971,0.539,139.993,4
733OhaXQIHY7BKtY3vnSkn,0.761,0.67,5,-5.956,1,0.0537,0.00198,1.08e-05,0.0873,0.519,120.014,4
4WBEj8TeGtRPNJdOmT3WJW,0.47,0.494,4,-8.672,1,0.0349,0.302,0.0,0.0672,0.0524,144.039,4
1ULabO0PEsdJekqVH6G10G,0.572,0.807,0,-5.348,1,0.0574,0.0846,0.0,0.071,0.626,160.015,4
0lKUBmEyQfzsQHozyeXzES,0.782,0.379,4,-8.964,1,0.0303,0.297,2.98e-05,0.103,0.267,103.99,4
6HRsJu8vcnzYDN4t0570FY,0.387,0.703,3,-5.956,1,0.0545,0.0105,1.1e-05,0.128,0.32,123.18,5
5M787RexsAiVYjQusM98CV,0.653,0.848,5,-5.936,1,0.0583,0.00516,4.24e-06,0.0798,0.724,122.017,4
5QUIK7ZtziW8kGWo8RqopF,0.8,0.509,0,-9.386,1,0.034,0.16,3.05e-05,0.0834,0.0768,109.994,4
6IG3sQ8s9nfk6TUlVzRhbN,0.599,0.651,0,-7.343,1,0.035,0.0486,0.0,0.126,0.153,100.001,4
7G0gBu6nLdhFDPRLc0HdDG,0.647,0.793,7,-2.903,1,0.0363,0.00314,1.93e-06,0.174,0.5,121.101,4
3MytWN8L7shNYzGl4tAKRp,0.605,0.769,5,-2.413,1,0.032,0.0241,0.0,0.0936,0.366,114.921,4
79uDOz0zuuWS7HWxzMmTa2,0.486,0.635,2,-3.994,1,0.0278,0.00705,0.0,0.119,0.235,141.868,4
5xXqyjLicvEpch72qEryFT,0.734,0.686,7,-2.926,1,0.0349,0.225,0.0,0.136,0.598,119.002,4
1zU8j1x3yi9xalMF96pzKp,0.379,0.468,4,-5.07,1,0.0298,0.0327,0.0,0.158,0.115,119.447,3
3sW3oSbzsfecv9XoUdGs7h,0.52,0.553,8,-3.546,1,0.0269,0.016,0.0,0.165,0.227,81.949,4
0A1JLUlkZkp2EFrosoNQi0,0.48,0.295,0,-15.512,1,0.0384,0.797,0.333,0.12,0.132,110.018,4
3NLnwwAQbbFKcEcV8hDItk,0.648,0.822,11,-5.231,0,0.0749,0.0598,0.0,0.119,0.397,99.933,4
6N5xh0tYYLTQRiCCaNbAUt,0.536,0.707,4,-6.076,1,0.0336,0.0697,0.0,0.0842,0.321,131.962,4
5AezhHjX3R1bmxcAEgrFpS,0.502,0.594,11,-5.031,1,0.0365,0.0256,0.0,0.0834,0.349,153.692,5
5CRVwXGikmqzoRO6q7FeAg,0.565,0.245,5,-9.132,1,0.0262,0.781,0.0,0.0998,0.307,75.055,4
2UFOh8iMQ2DON7sl3lqGJH,0.634,0.565,0,-5.179,1,0.0242,0.0773,2.12e-05,0.168,0.541,145.001,4
608R6FvRtAqf2dvgKMzebP,0.714,0.443,5,-7.638,1,0.0256,0.779,0.000109,0.144,0.463,106.04,4
0HMjXBAZmSYOTTi33WpMso,0.655,0.697,11,-4.421,1,0.0493,0.0359,0.0,0.0646,0.802,86.704,4
6Vh03bkEfXqekWp7Y1UBRb,0.663,0.857,2,-2.16,1,0.0544,0.0542,0.0,0.144,0.931,126.039,4
4My8w8AA1JpG6E5SiAPvJL,0.637,0.93,4,-2.632,1,0.0511,0.0177,0.0,0.452,0.886,90.014,4
0TAmnCzOtqRfvA38DDLTjj,0.709,0.22,7,-11.856,1,0.0327,0.811,0.0,0.175,0.53,110.076,4
0KqlLyIGuBZWqzNwP9rypc,0.538,0.819,4,-2.662,1,0.0435,0.0445,0.0,0.215,0.478,82.085,4
02O8hDaIJPEUHh9XEj0u76,0.569,0.911,2,-2.705,1,0.0772,0.0194,0.0,0.0925,0.51,160.054,4
41PiyIwNrzoLn598y2glGY,0.602,0.871,2,-4.208,0,0.0622,0.00528,0.0,0.288,0.495,128.057,4
5fEql5cR2hjR6wPGUPiEEb,0.582,0.903,11,-2.155,1,0.0576,0.0191,0.0,0.374,0.639,144.973,4
3t85LNwaXR96o6el8CV99C,0.346,0.228,9,-9.709,1,0.0362,0.868,0.0,0.188,0.224,59.722,4
5LLYU3mbGuTgc78V8tdh9B,0.679,0.819,9,-4.577,1,0.0426,0.00822,0.0,0.0754,0.615,135.031,4
66uhlklxdGRFlUftJf8JFc,0.432,0.583,8,-4.682,1,0.0687,0.174,0.0,0.0933,0.544,181.489,4
3OD3UsYexvqEH6UHEFHrZu,0.467,0.471,10,-5.692,1,0.0701,0.151,0.0,0.14,0.222,105.09,3
5rEENZmbGQXMVy1Svt9Q2x,0.71,0.48,10,-5.251,1,0.0364,0.104,1.55e-05,0.0894,0.352,107.948,4
49HIwnGgaZ6TPrVkGlV9zp,0.436,0.467,6,-6.656,1,0.0461,0.081,0.0,0.151,0.301,80.053,4
2XmUYeqNpGcjFE7DhUWDw5,0.362,0.54,10,-6.031,1,0.0528,0.338,0.0,0.139,0.3,78.007,3
0UsP6myH78yMjlWAOyPcMa,0.564,0.866,6,-5.575,1,0.0604,0.195,0.0352,0.118,0.939,164.935,4
3wNNbf63xkxw9rIVWtFy7a,0.616,0.32,0,-10.194,1,0.0311,0.268,0.0,0.11,0.177,80.02,4
4fFqFgMDP9lY8tqEoArFGq,0.474,0.324,9,-10.411,1,0.077,0.962,4.88e-05,0.231,0.335,119.458,3
5nW4z3pfZgJAJ2QTCz9AIE,0.429,0.239,10,-14.696,1,0.11,0.632,0.389,0.116,0.137,157.112,4
5kK1Iru9ogP3Iy1zsANU1n,0.546,0.519,8,-9.072,1,0.0291,0.36,0.00046,0.24,0.247,140.054,4
1daDRI9ahBonbWD8YcxOIB,0.672,0.642,5,-4.035,1,0.0313,0.0981,0.0,0.1,0.494,121.981,4
35Dofxo9smHVxmFQbhYIAT,0.778,0.776,9,-5.359,1,0.0362,0.0338,0.0216,0.0772,0.361,127.049,4
6WzuONb7HfNLr3fjtCVFCm,0.636,0.801,7,-5.273,1,0.0435,0.0992,0.0,0.101,0.705,102.349,4
6wf7Yu7cxBSPrRlWeSeK0Q,0.391,0.084,0,-17.843,1,0.0317,0.953,0.0,0.0983,0.111,79.449,4
1kRGTor0WEKB90LWOTIxfR,0.309,0.52,10,-5.595,1,0.0377,0.672,0.0,0.165,0.297,179.481,3
