id,name,artist,album,release_date,duration_ms,popularity
3hhbDnFUb2bicI2df6VurK,River,Leon Bridges,Coming Home (Deluxe),2015-06-23,240200,72
4VnDmjYCZkyeqeb0NIKqdA,Can You Hear The Music,Ludwig Göransson,Oppenheimer (Original Motion Picture Soundtrack),2023-07-21,110160,70
4YutJsNwBBInE8vemufpQ8,"Girl Crush - Recorded at Metropolis Studios, London",Harry Styles,Spotify Singles,2017-09-27,243804,63
2TktkzfozZifbQhXjT6I33,Evergreen (You Didn’t Deserve Me At All),Omar Apollo,Ivory,2022-04-08,216680,75
3g3GjHuxntUfUd4t23rGTZ,Cool,Daniel Caesar,NEVER ENOUGH,2023-04-07,244189,53
1fiSki9Yy5lekUUpV4mByo,i'm not okay,JVKE,this is what ____ feels like (Vol. 1-4),2022-09-23,145189,55
0rzaRSujxA0bKyjJl6vHYq,Satellite,Harry Styles,Harry's House,2022-05-20,218577,72
7HnkUNPrhRurdGEm9nRYFH,Death & Taxes,Daniel Caesar,Pilgrim's Paradise,2015-11-12,305081,56
1boXOL0ua7N2iCOUVI1p9F,Japanese Denim,Daniel Caesar,Get You - Single,2016-10-21,270846,76
3ym8ajVmKm6Fybgov3WBI5,Let Me Go,Daniel Caesar,NEVER ENOUGH,2023-04-07,216524,69
4deAN7JXhdHHifxOp0TTjU,Do You Like Me?,Daniel Caesar,NEVER ENOUGH,2023-04-07,227520,65
2QfznFotJNZmnIEYFdzE5T,Heartbreak Anniversary,Giveon,Heartbreak Anniversary,2020-02-21,196794,69
6rY5FAWxCdAGllYEOZMbjW,SLOW DANCING IN THE DARK,Joji,BALLADS 1,2018-10-26,209273,79
1TuSfYnKU5uKbYK1esQDLj,Another Heartbreak,Giveon,Give Or Take,2022-06-24,249315,53
1CsMKhwEmNnmvHUuO5nryA,SKINNY,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,219733,80
22ZcJxQkzIL6EU692kAFWY,cowboy in LA,LANY,mama's boy,2020-10-02,213800,58
0JWA4NaSOa1mZfLyNvZLQW,Pessimist,Lithe,Pessimist,2020-05-15,140224,65
5GUYJTQap5F3RDQiCOJhrS,Self Control,Frank Ocean,Blonde,2016-08-20,249667,76
56KDoLjFIm7Yc7fX1XgpNw,Always Been You,Shawn Mendes,Wonder,2020-12-04,167193,53
07oO1U722crtVcavi6frX6,"Double Life - From ""Despicable Me 4""",Pharrell Williams,"Double Life (From ""Despicable Me 4"")",2024-06-14,190782,81
5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Sabrina Carpenter,Please Please Please,2024-06-06,186365,93
3uTsiaNxy6h6EAd7MsCf9D,this is what forever feels like (with Nick Jonas),JVKE,this is what forever feels like,2024-09-13,154841,69
46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),Ariana Grande,eternal sunshine,2024-03-08,228639,82
5oO3drDxtziYU2H1X23ZIp,Love On The Brain,Rihanna,ANTI (Deluxe),2016-01-28,224000,83
5zZEP23ceNvvA9IT6CnqoY,La Rumba D'el Jefe,Jesse Cook,The Rumba Foundation,2009-01-01,217226,41
3tQeDE3Q4Pk40CvPFO0eoW,The Curse - Fp Version,Diary Of Dreams,Freak Perfume,2002-06-03,334840,25
4SwcSQIRh7M1dmzyYgCAHs,Half-Life,Duncan Sheik,Daylight,2002,233733,42
276zciJ7Fg7Jk6Ta6QuLkp,Come Down,Anderson .Paak,Malibu,2016-01-15,169726,62
3kLChd6atCWKPz1WzufHQo,Monsters,Ben Platt,Honeymind,2024-05-31,240957,34
0STK94RxUulYqWzwFlyAb5,Sober,Demi Lovato,Sober,2018-06-21,197893,59
6CoKNa67qyFJmLdSz4DOI8,Nathan (still breathing),Fred again..,Actual Life 3 (January 1 - September 9 2022),2022-10-28,163996,54
0Lmbke3KNVFXtoH2mMSHCw,the boy is mine,Ariana Grande,eternal sunshine,2024-03-08,173639,84
4EhqimHdoK9OmCNvCfioH6,this is what slow dancing feels like,JVKE,this is what slow dancing feels like,2024-04-15,145735,64
6lrYBcuR6Q1YWtSGFmJ48H,Shot My Baby,Daniel Caesar,NEVER ENOUGH (Bonus Version),2023-04-10,268221,53
4EWBhKf1fOFnyMtUzACXEc,Pluto Projector,Rex Orange County,Pony,2019-10-25,267520,74
629DixmZGHc7ILtEntuiWE,LUNCH,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,179586,88
7BRD7x5pt8Lqa1eGYC4dzj,CHIHIRO,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,303440,89
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,210373,98
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,261466,91
6TGd66r0nlPaYm3KIoI7ET,THE GREATEST,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,293840,82
6fPan2saHdFaIHuTSatORv,L’AMOUR DE MA VIE,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,333986,84
1LLUoftvmTjVNBHZoQyveF,THE DINER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,186346,80
7DpUoxGSdlDHfqCYj0otzU,BITTERSUITE,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,298440,79
2prqm9sPLj10B4Wg0wE5x9,BLUE,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,343120,84
4WUepByoeqcedHoYhSNHRt,Welcome To New York (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023-10-27,212600,60
3Vpk1hfMAQme8VJ0SNRSkd,Style (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023-10-27,231000,63
1OcSfkeCg9hRC2sFKB4IMJ,Out Of The Woods (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023-10-27,235800,61
2k0ZEeAqzvYMcx9Qt5aClQ,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023-10-27,193289,60
3FxJDucHWdw6caWTKO5b23,I Wish You Would (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023-10-27,207650,59
27exgla7YBw9DUNNcTIpjy,Wildest Dreams (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023-10-27,220433,60
733OhaXQIHY7BKtY3vnSkn,How You Get The Girl (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023-10-27,247533,59
4WBEj8TeGtRPNJdOmT3WJW,This Love (Taylor’s Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023-10-27,250100,58
1ULabO0PEsdJekqVH6G10G,I Know Places (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023-10-27,195700,59
0lKUBmEyQfzsQHozyeXzES,Clean (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023-10-27,271000,60
6HRsJu8vcnzYDN4t0570FY,Wonderland (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023-10-27,245566,59
5M787RexsAiVYjQusM98CV,New Romantics (Taylor's Version),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023-10-27,230177,61
5QUIK7ZtziW8kGWo8RqopF,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023-10-27,146436,63
6IG3sQ8s9nfk6TUlVzRhbN,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version) [Deluxe],2023-10-27,229477,64
7G0gBu6nLdhFDPRLc0HdDG,Mine (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),2023-07-07,231706,72
3MytWN8L7shNYzGl4tAKRp,Sparks Fly (Taylor’s Version),Taylor Swift,Speak Now (Taylor's Version),2023-07-07,261230,69
79uDOz0zuuWS7HWxzMmTa2,Back To December (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),2023-07-07,294189,72
5xXqyjLicvEpch72qEryFT,Speak Now (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),2023-07-07,242473,67
1zU8j1x3yi9xalMF96pzKp,Dear John (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),2023-07-07,405906,67
3sW3oSbzsfecv9XoUdGs7h,Enchanted (Taylor's Version),Taylor Swift,Speak Now (Taylor's Version),2023-07-07,353253,77
0A1JLUlkZkp2EFrosoNQi0,Labyrinth,Taylor Swift,Midnights,2022-10-21,247962,69
3NLnwwAQbbFKcEcV8hDItk,Perfect,One Direction,Made In The A.M. - Deluxe Edition,2015-11-13,230333,80
6N5xh0tYYLTQRiCCaNbAUt,Infinity,One Direction,Made In The A.M. - Deluxe Edition,2015-11-13,249480,61
5AezhHjX3R1bmxcAEgrFpS,End of the Day,One Direction,Made In The A.M. - Deluxe Edition,2015-11-13,194973,59
5CRVwXGikmqzoRO6q7FeAg,If I Could Fly,One Direction,Made In The A.M. - Deluxe Edition,2015-11-13,230320,63
2UFOh8iMQ2DON7sl3lqGJH,Long Way Down,One Direction,Made In The A.M. - Deluxe Edition,2015-11-13,192160,55
608R6FvRtAqf2dvgKMzebP,I Want to Write You a Song,One Direction,Made In The A.M. - Deluxe Edition,2015-11-13,179013,56
0HMjXBAZmSYOTTi33WpMso,History,One Direction,Made In The A.M. - Deluxe Edition,2015-11-13,187426,69
6Vh03bkEfXqekWp7Y1UBRb,Live While We're Young,One Direction,Take Me Home (Expanded Edition),2012-11-12,200213,70
4My8w8AA1JpG6E5SiAPvJL,Kiss You,One Direction,Take Me Home (Expanded Edition),2012-11-12,182866,70
0TAmnCzOtqRfvA38DDLTjj,Little Things,One Direction,Take Me Home (Expanded Edition),2012-11-12,219040,70
0KqlLyIGuBZWqzNwP9rypc,Last First Kiss,One Direction,Take Me Home (Expanded Edition),2012-11-12,203546,60
02O8hDaIJPEUHh9XEj0u76,Back For You,One Direction,Take Me Home (Expanded Edition),2012-11-12,178440,53
41PiyIwNrzoLn598y2glGY,Save You Tonight,One Direction,Up All Night,2012-05-25,205920,52
5fEql5cR2hjR6wPGUPiEEb,Na Na Na,One Direction,Up All Night,2012-05-25,185653,54
3t85LNwaXR96o6el8CV99C,Intro,Benson Boone,Fireworks & Rollerblades,2024-04-05,62287,39
5LLYU3mbGuTgc78V8tdh9B,Be Someone,Benson Boone,Fireworks & Rollerblades,2024-04-05,224862,40
66uhlklxdGRFlUftJf8JFc,Slow It Down,Benson Boone,Fireworks & Rollerblades,2024-04-05,161831,40
3OD3UsYexvqEH6UHEFHrZu,Beautiful Things,Benson Boone,Fireworks & Rollerblades,2024-04-05,180304,39
5rEENZmbGQXMVy1Svt9Q2x,Cry,Benson Boone,Fireworks & Rollerblades,2024-04-05,186359,40
49HIwnGgaZ6TPrVkGlV9zp,Forever and a Day,Benson Boone,Fireworks & Rollerblades,2024-04-05,225234,39
2XmUYeqNpGcjFE7DhUWDw5,In The Stars,Benson Boone,Fireworks & Rollerblades,2024-04-05,216410,38
0UsP6myH78yMjlWAOyPcMa,305,Shawn Mendes,Wonder (Deluxe),2020-12-07,189072,41
3wNNbf63xkxw9rIVWtFy7a,Stand Up (From Harriet),Cynthia Erivo,Stand Up (From Harriet),2019-10-25,303477,64
4fFqFgMDP9lY8tqEoArFGq,Judah Smith Interlude,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023-03-24,276757,52
5nW4z3pfZgJAJ2QTCz9AIE,A&W,Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,2023-03-24,433916,68
5kK1Iru9ogP3Iy1zsANU1n,The Power of Love,Céline Dion,The Colour Of My Love,1993-11-09,342400,71
1daDRI9ahBonbWD8YcxOIB,Angels Like You,Miley Cyrus,Plastic Hearts,2020-11-27,196453,81
35Dofxo9smHVxmFQbhYIAT,Stereo Love,Edward Maya,Stereo Love,2010-02-02,247614,1
6WzuONb7HfNLr3fjtCVFCm,Fantasy,Mariah Carey,Free Guy (Music from the Motion Picture),2021-08-11,243880,0
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",2023-07-13,222369,86
1kRGTor0WEKB90LWOTIxfR,I Know Where I've Been,Jennifer Hudson,Hairspray LIVE! Original Soundtrack of the NBC Television Event,2016-12-02,242720,29
